更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/06/26,会链数智,民企,IT/互联网/游戏,运营实习生;市场实习生;产品实习生;AI开发实习生,长沙,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",会链数智,https://mp.weixin.qq.com/s/1CHz6_Uh_BEXouS0O71_pg,https://mp.weixin.qq.com/s/1CHz6_Uh_BEXouS0O71_pg,不限专业,/,,,,
2026/06/26,湖南广播电视台-人力资源部,央国企,文化/传媒/广告/体育,选管组实习生;宣传组实习生;赛制组实习生,长沙,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",湖南广电HR,https://mp.weixin.qq.com/s/0OpFwVas2jsGufe8XQ1suw,https://app.mokahr.com/campus-recruitment/hntv/150532?locale=zh-CN#/job/9f5161fe-0615-4412-a864-3687e6789cb3,/,/,,,,
2026/06/26,矽速科技,民企,智能硬件,"FAE实习生,运营实习生,硬件助理实习生,嵌入式软件实习生（相关专业：电子、自动化、通信）",深圳,尽快投递,"2025, 2026, 2027, 2028届","本科, 硕士, 博士","实习, 暑期实习",Sipeed矽速科技,https://mp.weixin.qq.com/s/9OFjzcfXJpHU_YOkq7LtPg,https://mp.weixin.qq.com/s/9OFjzcfXJpHU_YOkq7LtPg,/,/,,,,
2026/06/26,扬腾创新,民企,机械/制造业,校园大使,全国多地,尽快投递,"2027, 2028届","本科, 硕士, 博士",校园招聘,扬腾创新招聘,https://mp.weixin.qq.com/s/qvJ4OF7npBKbu3v-BjwYhQ,https://cht-group3.zhiye.com/campus/detail?jobAdId=c9a2df33-3f75-4ada-a763-d0ac933a3f5a,/,/,,,,
2026/06/26,达康食品,民企,快速消费品,"账号运营实习生,行政实习生,数据部实习生,客服部实习生,项目部实习生,投标部实习生,系统优化实习生,开发岗实习生（相关专业：传媒类、新媒体、汉语言文学、设计类、行政管理、工商管理、人力资源管理、统计学...",南宁,尽快投递,2027届,"大专, 本科, 硕士, 博士","实习, 暑期实习",达康食品股份,https://mp.weixin.qq.com/s/3m1zVLial8IaZwMHQIwsSQ,https://mp.weixin.qq.com/s/3m1zVLial8IaZwMHQIwsSQ,"各岗位对应相关专业要求,综合素质优秀者可不受专业限制跨岗报名",/,,,,
2026/06/26,富德生命人寿-湖南分公司,民企,金融业,人力资源部实习生;营运服务部实习生;续期收展部实习生;营销业务部实习生;营销培训部实习生;银保管理部实习生,长沙,尽快投递,"2027, 2028届","本科, 硕士, 博士","实习, 暑期实习",富德生命人寿湖南分公司,https://mp.weixin.qq.com/s/JL8lTDsVmE1qsEw-rfvSJA,https://mp.weixin.qq.com/s/JL8lTDsVmE1qsEw-rfvSJA,"不限,金融、保险、管理、市场营销等相关专业优先",/,,,,
2026/06/26,瑞达基金,民企,金融业,电商运营实习生;IT岗实习生;产品经理助理;合规专员;系统运维工程师;权益基金经理;FOF基金经理,"上海, 北京, 厦门",尽快投递,2027届,"本科, 硕士, 博士",暑期实习,瑞达基金,https://mp.weixin.qq.com/s/p6OhNOX_Vyouz9DhkkZTSg,https://mp.weixin.qq.com/s/p6OhNOX_Vyouz9DhkkZTSg,"金融,市场营销,新闻,计算机,法律,会计,信息技术,经济,理工",/,,,,
2026/06/26,财达证券-投资银行业务委员会,央国企,金融业,"债券承做实习岗,股权承做实习岗,资本市场实习岗,投行业务研究实习岗,质控审核实习岗,行政专员实习岗（经济、金融、会计、法律等相关专业）","上海, 北京, 石家庄",尽快投递,"2027, 2028届","本科, 硕士, 博士",暑期实习,财达证券投行在线,https://mp.weixin.qq.com/s/ftOyO2EKfwMSEBtH3rzxgw,https://mp.weixin.qq.com/s/ftOyO2EKfwMSEBtH3rzxgw,经济、金融、会计、法律等相关专业,/,,,,
2026/06/26,中国移动-在线营销服务中心,央国企,通信/电子/半导体,"数据分析师,算法工程师,需求分析师,数据智能运营,产品开发,数据分析,HRBP,互联网运营,商务拓展,市场拓展,运营分析,技术项目经理,需求分析,财务管理,文字秘书（相关专业：计算机科学与技术、软件工...","北京, 广州",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",中国移动在线营销服务中心招聘,https://mp.weixin.qq.com/s/LuMeXt996dbecbUB1T2Zbg,https://job.10086.cn/touch/personal/trainee/trainee_job_list.html?cId=83,计算机科学与技术、软件工程、电子信息、人工智能、网络工程、应用统计、数据科学及应用数学等3T(IT/DT/CT)专业优先,/,,,,
2026/06/26,ZeroneRobotics,民企,智能硬件,"AI算法工程师实习生,机器人结构工程师,动漫及工业设计师实习生等相关专业",杭州,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,ZeroneRobotics零一星际,https://mp.weixin.qq.com/s/nxSG3ou88Laywcy7c_t3bw,https://mp.weixin.qq.com/s/nxSG3ou88Laywcy7c_t3bw,"机器人结构岗要求机械设计制造及其自动化、机械电子工程、机器人工程等相关专业,动漫及工业设计岗美术相关专业优先,AI算法岗未明确专业要求",/,,,,
2026/06/26,晴祥文化,民企,文化/传媒/广告/体育,模型实习生;动画实习生;UE地编实习生;UE特效实习生;灯光实习生,苏州,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",晴祥文化,https://mp.weixin.qq.com/s/L0bqFNJsfrVxa-Xq-9zgtQ,https://mp.weixin.qq.com/s/L0bqFNJsfrVxa-Xq-9zgtQ,/,/,,,,
2026/06/26,中粮信托,央国企,金融业,信托投资粮曦;财富管理粮曦;信息技术粮曦;风控审计粮曦;运营财务粮曦;战略研究粮曦;行政人力粮曦,北京,尽快投递,"2027, 2028届","本科, 硕士, 博士",暑期实习,中财就业,https://mp.weixin.qq.com/s/ImeNgNmhP_4h721TJPJXTw,https://mp.weixin.qq.com/s/ImeNgNmhP_4h721TJPJXTw,不限专业,/,,,,
2026/06/26,腾讯游戏-光子工作室群,民企,IT/互联网/游戏,游戏客户端开发;游戏引擎开发;后台开发;3D角色设计;动画设计;特效设计;交互设计;研发项目管理;游戏策划;2D场景设计,"北京, 广州, 杭州, 深圳",尽快投递,"2027, 2028届","本科, 硕士, 博士",暑期实习,光子工作室群,https://mp.weixin.qq.com/s/SrZskoGQFiGGYUGGH9xCaQ,https://join.qq.com/post.html?query=p_2,/,/,,,,
2026/06/26,天龙世纪,民企,通信/电子/半导体,Android Framework开发工程师;高级Android驱动工程师;高级Layout工程师;硬件测试工程师;整机测试工程师;高级基带工程师;射频工程师;鸿蒙系统开发工程师;鸿蒙应用开发工程师;基带助理工程师;项目经理;结构工程师;销售经理;销售助理,"深圳, 郑州",尽快投递,"2026, 2027届","本科, 硕士, 博士",秋招专场,天龙世纪,https://mp.weixin.qq.com/s/__cWrPwWT03iFt925jZ3hQ,https://mp.weixin.qq.com/s/__cWrPwWT03iFt925jZ3hQ,/,/,,,,
2026/06/26,启迪之星创投,民企,金融业,"投资助理实习生,行业研究实习生,投后运营实习生（理工科、金融、财会、产业经济等相关专业优先）",北京,尽快投递,"2027, 2028届","本科, 硕士, 博士","实习, 暑期实习",启迪之星创投 TusStarVC,https://mp.weixin.qq.com/s/ob9zw-9DdWSM_nlrrogrJg,https://mp.weixin.qq.com/s/ob9zw-9DdWSM_nlrrogrJg,理工科、金融、财会、产业经济相关专业优先,/,,,,
2026/06/26,本初纪-Meridian Gallery,民企,文化/传媒/广告/体育,画廊助理实习生（日常运营）,北京,尽快投递,2027届,"本科, 硕士, 博士",暑期实习,本初纪画廊,https://mp.weixin.qq.com/s/R5fDepunSd63N8iJFCxpXg,https://mp.weixin.qq.com/s/R5fDepunSd63N8iJFCxpXg,/,/,,,,
2026/06/26,重庆盟讯电子科技,央国企,通信/电子/半导体,普工（社招 7名）、普工（校招 5名）（装备制造类、能源动力与材料类、交通运输类、电子与信息类、工商管理类等相关专业（针对校招岗位））,重庆,2026-06-30,"2024, 2025, 2026届","大专, 本科, 硕士, 博士",春招专场,重庆盟讯电子科技,https://gzw.cq.gov.cn/gqzp/202606/t20260618_15765094.html,https://www.cqrc.net/gzw/index/enteritem-35504.html?h=141027&pages=1,"装备制造类,能源动力与材料类,交通运输类,电子与信息类,工商管理类",有笔试,,,,
2026/06/26,重通集团,央国企,机械/制造业,操作工（相关专业：机械设计制造及其自动化、能源与动力工程、机械工程、流体力学）,重庆,2026-06-30,"2024, 2025, 2026届","本科, 硕士, 博士",春招专场,重通集团,https://gzw.cq.gov.cn/gqzp/202606/t20260618_15765104.html,https://gzw.cq.gov.cn/gqzp/202606/t20260618_15765104.html,机械设计制造及其自动化、能源与动力工程、机械工程、流体力学等相关专业,有笔试,,,,
2026/06/26,拼多多集团（即将截止）,民企,IT/互联网/游戏,大模型算法工程师;AI Infra研发工程师;服务端研发工程师;算法工程师;客户端研发工程师;数据分析师;Web前端研发工程师;商家运营(多语种优势);法务助理;市场管培生;合规策略管培生;视频创意制作;运营管培生;仓配物流管培生;质控管培生;HR培训生;审核专员;客服专家,"上海, 云南, 吉林, 四川, 广东, 江苏, 湖南, 福建, 维吾尔自治区, 贵州, 陕西, 雄安新区",尽快投递,"2025, 2026届","大专, 本科, 硕士, 博士",春招补招,拼多多集团-PDD招聘,https://mp.weixin.qq.com/s/5w9OvitV4AUdI2I9cX-MnA,https://careers.pddglobalhr.com/campus/m/pages/index/index?stamp=1&$taroTimestamp=1781058787045&name=&type=fullTime&recruitType=technical_session&jobList=&workLocationList=,不限,有笔试,,,,
2026/06/26,谱尼测试（即将截止）,民企,检测/认证,生物医药检测销售工程师;医疗器械检测销售工程师;食品检测销售工程师;环境检测销售工程师;日化检测销售工程师;验货销售工程师;新能源汽车检测销售工程师;新能源汽车动力电池检测销售工程师;汽车电子销售工程师;认证审核销售工程师;招聘专员;行政秘书;采购专员;新媒体运营;招投标专员,"上海, 东莞, 中山, 乌鲁木齐, 佛山, 北京, 南京, 南宁, 厦门, 合肥, 呼和浩特, 哈尔滨, 天津, 天门, 宁波, 常熟, 广州, 惠州, 成都, 无锡, 杭州, 武汉, 沈阳, 深圳, 石家庄, 苏州, 西安, 贵阳, 郑州, 重庆, 长春, 青岛",尽快投递,2026届,"本科, 硕士, 博士",春招补招,PONY谱尼测试招聘,https://mp.weixin.qq.com/s/ZMe5ZhISIjIzoAPnde5iqw,https://work.weixin.qq.com/u/vcb0660943a90742f6?v=4.1.20.26620&bb=227ed39a8e,"化学,药学,生物,化妆品,食品,环境,动物学,市场营销,人力资源,汉语言,秘书学,统计学",/,,,,
2026/06/25,中煤建设集团,央国企,能源/化工/环保,下属单位岗位，具体见投递方式链接；,全国多地,2026-06-30,"2025, 2026届","大专,本科,硕士,博士",春招补招,中煤建设,https://mp.weixin.qq.com/s/J7Ha8Ad27P9SinxSlyrJKA,https://zhaopin.chinacoal.com/jobs?s=IEwNM5lbYASz5EomTawcar2A++dGA8hEkVzq9ldbKDdAQRl0dCnSpvPiUSPSkNQc/UyqUiLi0OgxHLZTJTb4y4alNUvy3wm02+IFSR5kY/0=,/,有笔试,,,,
2026/06/25,赣州银行,央国企,金融业,通用岗（理工类）;通用岗（非理工类）,"上饶, 九江, 吉安, 宜春, 抚州, 景德镇, 萍乡, 赣州",2026-07-14,"2025, 2026届","本科,硕士,博士",春招专场,赣银通讯,https://mp.weixin.qq.com/s/cNdWmRPjutH1wBtvukUtgw,https://gzyh.zhaopin.com/jobs/index.html,通用岗（理工类）限理学、工学专业；通用岗（非理工类）限经济学、法学、文学、管理学专业,有笔试,,,,
2026/06/25,远大医药,民企,医疗/医药/生物,医药学术管培生;市场/医学管培生;质量/生产管培生;国际/国内贸易管培生;财务管培生,"上海, 仙桃, 保定, 北京, 天津, 武汉, 盐城, 西宁, 重庆, 黄石",尽快投递,"2025, 2026届","硕士,博士",春招补招,远大医药招聘,https://mp.weixin.qq.com/s/d350VrjXfYXcmhbsIQsmAg,https://job.grandpharma.cn/schooldetail.html,"医药,化学,生物,医学,临床医学,药学,工程,安环,商科,语言,财务,税务,会计,经济学相关专业",/,,,,
2026/06/25,奇瑞捷豹路虎,合资,汽车制造/维修/零配件,职能方向 产品共创 营销 客户满意与公司质量部 产品开发 制造部,"上海, 苏州",尽快投递,2027届,"本科,硕士,博士","实习, 暑期实习",奇瑞捷豹路虎招聘,https://mp.weixin.qq.com/s/TxwLLhGZZdPcvousW93Xzg,https://www.liepin.com/company-jobs/8053612/,/,/,,,,
2026/06/25,潍柴动力,央国企,机械/制造业,发动机;新能源;电控;未来技术;液压传动与控制;数据工程;人工智能;智能制造;职能管理,潍坊,尽快投递,2027届,"本科,硕士,博士","实习, 暑期实习",潍柴招聘,https://mp.weixin.qq.com/s/Rw3WSdKtpPpZncvOfqDdTg,https://weichai.zhiye.com/custom/xiaoyuan?hideMenu=1,"电气控制类,IT信息类,能源与动力工程类,车辆工程类,机械类,材料化学类,管理类",有笔试,,,,
2026/06/25,杰创智能,民企,智能硬件,"智能硬件开发工程师;嵌入式软件工程师;激光SLAM算法工程师;机器人导航算法工程师;机器人应用开发(C++)工程师;售前工程师(智慧安全);售前工程师(云计算);技术支持工程师(工程中心);技术支持工程师(技术中心);运维工程师(数据中心);销售工程师(海外);销售工程师(智慧城市,智慧安全,云计算,机器人)",广州,尽快投递,2027届,"本科,硕士,博士","实习, 暑期实习",杰创智能,https://mp.weixin.qq.com/s/q2GlzS7fIbvohil7W51_vg,https://www.nexwise.com.cn/zp/col230/list,各岗位要求不同，涵盖电子通信、计算机、自动化、机器人、市场营销等相关专业,/,,,,
2026/06/25,无锡锡商银行,其他,金融业,金融业务岗,无锡,尽快投递,2027届,"本科,硕士,博士",暑期实习,锡商银行官方发布,https://mp.weixin.qq.com/s/MenIAQAPUiqTwcYK56AkrQ,https://mp.weixin.qq.com/s/MenIAQAPUiqTwcYK56AkrQ,/,/,,,,
2026/06/25,能良电商,民企,贸易/批发/零售,电商运营方向;店长/城市经理方向;人力资源招聘方向;财务方向;产品/研发/测试方向,"上海, 北京, 杭州, 梅州, 武汉, 济南, 深圳, 郑州",尽快投递,"2025, 2026, 2027届","本科,硕士,博士",秋招专场,能良招聘,https://mp.weixin.qq.com/s/LYM7hdZ9iW3tMA9uZffCEw?click_id=139482918,https://jsj.top/f/dCI3kj,/,/,,,,
2026/06/25,DJI 大疆,民企,智能硬件,GNSS定位算法工程师;GNSS基带算法工程师;SLAM算法工程师;电池算法工程师;图像算法工程师;多媒体算法工程师;惯性导航算法工程师;传感器算法工程师;机器学习算法工程师;计算机视觉算法工程师;决策与规划算法工程师;控制算法工程师;图像处理工程师;无线算法工程师;音频算法工程师;机器学习算法工程师(语音识别);AI全栈开发工程师;C++开发工程师;大前端开发工程师;后端开发工程师;产品项目经理;嵌入式工程师;模拟芯片工程师;芯片设计工程师;芯片物理实现工程师;芯片验证工程师;芯片开发工程师;光学工程师;EDA工程师;EMC工程师;热设计工程师;射频硬件工程师;天线硬件工程师;硬件工程师;电磁力学工程师;机械结构工程师;流体力学工程师;振动与强度工程师;测试工程师;测试开发工程师;产品测试工艺工程师;产品组装工艺工程师;工业工程师;产品项目管理;可靠性工程师,"上海, 北京, 深圳",尽快投递,"2026, 2027届","本科,硕士,博士",秋招专场,DJI大疆招聘,https://mp.weixin.qq.com/s/DNWi-xB929eAvMBssxcqYQ,https://apply.careers.dji.com/campus-recruitment/dji/143359?sourceToken=5cd9fb9b74debe3bc869e3bacef2d4b7#/,/,有笔试,,,,
2026/06/25,大众中国,外企,汽车制造/维修/零配件,软件项目管理岗;CEA研发岗;GB实习岗;HR支持岗,"上海, 合肥",尽快投递,2027届,"本科,硕士,博士","实习, 暑期实习",大众智能电动汽车中心招聘,https://mp.weixin.qq.com/s/4FtUDWLOX7zY0S-vh7zOkw,https://app.mokahr.com/campus-recruitment/vwa/142785#/,/,/,,,,
2026/06/25,新凯来,民企,机械/制造业,机械类;光学类;材料类;软件类;硬件类;系统类;测试类;服务类;制造类;职能类,"上海, 东莞, 北京, 成都, 杭州, 武汉, 深圳, 珠海, 西安, 长春",尽快投递,2027届,"本科,硕士,博士",秋招专场,新凯来招聘,https://mp.weixin.qq.com/s/LCZtpuXbu6uumZmNFg7AZA,https://career.sicarrier.com/#/campus,/,有笔试,,,,
2026/06/25,中航光电,央国企,机械/制造业,机械工程 力学 光学工程 仪器科学与技术 材料科学与工程 动力工程及工程热物理 电气工程 电子科学与技术 信息与通信工程 控制科学与工程 计算机科学与技术 船舶与海洋工程 航空宇航科学与技术,"上海, 东莞, 北京, 南昌, 合肥, 嘉兴, 成都, 无锡, 武汉, 沈阳, 洛阳, 深圳, 西安, 青岛",2026-07-10,2027届,"硕士,博士",暑期实习,中航光电,https://mp.weixin.qq.com/s/Yt-AgPtSqC9Qgxc8P3dGIg,https://mp.weixin.qq.com/s/Yt-AgPtSqC9Qgxc8P3dGIg,"机械工程,力学,光学工程,仪器科学与技术,材料科学与工程,动力工程及工程热物理,电气工程,电子科学与技术,信息与通信工程,控制科学与工程,计算机科学与技术,船舶与海洋工程,航空宇航科学与技术等相关专业",/,,,,
2026/06/25,海大集团,民企,农林牧渔,鲸英领袖生：硕士及以上学历（2027届/2026届应届生），专业不限，农学、经管类相关专业,广州,尽快投递,2027届,"硕士,博士",秋招提前批,海大招聘,https://mp.weixin.qq.com/s/G0hjVFySpE1BunXupO1Kjw,https://haid1.zhiye.com/campus/detail?jobAdId=b5857a4d-11bb-499c-b392-02e736c86c42,专业不限，农学、生物、食品、经管类相关专业优先,/,,,,
2026/06/25,VAST,民企,IT/互联网/游戏,工业级资产与场景生成研究员;下一代神经图形学研究员;可交互世界模型研究员,"上海, 北京, 杭州, 海外",尽快投递,2027届,"本科,硕士,博士","实习, 春招专场",VAST AI,https://mp.weixin.qq.com/s/FCCXKDjwMG2JAjLa_jl7UA?scene=1,https://tripo3d.com/vstar,/,/,,,,
2026/06/24,中国航天科工,央国企,机械/制造业,下属各单位提前批岗位，具体见投递方式链接；,"北京, 南京, 呼和浩特, 天津, 成都, 武汉, 深圳, 石家庄, 贵阳, 郑州, 长沙",尽快投递,2027届,"本科, 硕士, 博士",秋招专场,中国航天科工,https://mp.weixin.qq.com/s/yTLw8hN6GF26vSZy8zekEw,https://casicjob.iguopin.com/job,/,/,,,,
2026/06/24,财通创新,民企,金融业,投资助理岗（暑期实习）,上海,尽快投递,2027届,"硕士, 博士",暑期实习,财通创新,https://mp.weixin.qq.com/s/od_JOyGC0R3cMWC8eEZoUA,https://mp.weixin.qq.com/s/od_JOyGC0R3cMWC8eEZoUA,"机械工程、计算机、人工智能、集成电路、新能源等理工科,或经济、金融、财务、工商管理等商科背景",/,,,,
2026/06/24,苏盐集团,央国企,快速消费品,本次招聘涵盖技术研发、财务管理、期货投资、智改数转、物流管理等岗位(包括但不限于以上岗位)；,"徐州, 淮安, 盐城",2026-07-06,2026届,"本科, 硕士, 博士",春招补招,江苏国资,https://mp.weixin.qq.com/s/s0rzXfQ1QMTrr2FZFz8K-Q,https://jssalt2026xz.zhaopin.com,/,有笔试,,,,
2026/06/24,中储粮集团,央国企,农林牧渔,下属单位岗位，具体见投递方式链接；,全国多地,2026-06-30,2026届,"本科, 硕士, 博士",春招补招,中储粮集团公司,https://mp.weixin.qq.com/s/4UmE-w5h1IUeGLTHxIiUpQ,https://sinograin2026.iguopin.com/job-Campus,/,有笔试,,,,
2026/06/24,中煤张家口煤矿机械,央国企,机械/制造业,机械工程师;法务管理,张家口,2026-06-26,"2025, 2026届","本科, 硕士, 博士",春招补招,百年张煤,https://mp.weixin.qq.com/s/YdNCM5MVM_9j6sVGuQJTjg,https://mp.weixin.qq.com/s/YdNCM5MVM_9j6sVGuQJTjg,"机械类,自动化类专业;法学类专业",有笔试,,,,
2026/06/24,创业环保,央国企,能源/化工/环保,后旗分公司设备管理岗;调度中心横控制生产运营岗;经营管理部化验岗;安全运营部运行管控组运行工,"六安, 巴彦淖尔, 西安, 酒泉",2026-07-07,2026届,"大专, 本科, 硕士, 博士",春招补招,天津城投集团招聘,https://mp.weixin.qq.com/s/kK9HMbYnAhqPMbuBN6uW_Q,https://xyz.51job.com/External/Apply.aspx?CtmID=6547352,/,有笔试,,,,
2026/06/24,新华保险,央国企,金融业,经济类、管理类、信息技术类、人工智能类、法律类、理学类相关专业可申请,"上海, 北京, 南京, 杭州, 西安, 全国多地",尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",新华保险直通车,https://mp.weixin.qq.com/s/GhlknJThD9mFBilrtdvebQ,https://nci.zhiye.com/sxszp?class=3,"经济类,管理类,信息技术类,人工智能类,法律类,理学类",/,,,,
2026/06/24,信堡投研,民企,金融业,债券研究员3人、销售/运营助理2人,上海,尽快投递,2027届,"硕士, 博士",秋招专场,信堡投研,https://mp.weixin.qq.com/s/oaEvk_PPXSE1u0_60_KG0Q,https://mp.weixin.qq.com/s/oaEvk_PPXSE1u0_60_KG0Q,/,有笔试,,,,
2026/06/24,智元,民企,智能硬件,世界模型算法 具身 Agent 算法 空间智能算法 具身算法 运控算法 多模态交互算法 具身智能物理引擎仿真 / 重建与生成算法 AI Infra 数据Infra 机器人本体系统,"上海, 北京, 深圳",尽快投递,2027届,"硕士, 博士",秋招提前批,智元AGIBOT,https://mp.weixin.qq.com/s/YtVOtxKeyXX7IH6bL_4Y5A,https://agirobot.jobs.feishu.cn/946993/?spread=DRAM3BS,/,/,,,,
2026/06/24,青岛农商银行,其他,金融业,青岛农商银行总行部门及辖属各分支机构实习岗位,青岛,2026-07-31,2027届,"本科, 硕士, 博士",暑期实习,青农商行财讯,https://mp.weixin.qq.com/s/N19o-egbnpnRaYRVU-8oLQ,https://www.qrcb.com.cn/qrcb/rczp/#/socialRecruitment/list3,金融学类、经济学类、数学类、统计学类、法学类、信息技术类、外语类专业优先考虑,/,,,,
2026/06/24,航天八院-上海空间电源研究所,事业单位,教育/培训/科研,化学电源设计师 电子电源研究师 电子电源产品设计师 物理电源产品工程师,上海,尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,空间电源SISP,https://mp.weixin.qq.com/s/Y7JS8YtbEDK3B3C0UqRbAw,https://sast.m.zhiye.com/job.html?pi=1&ps=1000&jc=2&c1=1_3&ky=&c=&c2=-1,"电气工程,电力电子与电力传动,自动化,控制科学与工程,电机电器,微机电系统,电子信息,电磁兼容(EMC),集成电路设计与集成系统,软件工程,计算机科学与技术,机械工程,物理化学,凝聚态物理,应用化学,材料化学,材料科学与工程,航空宇航科学与技术相关专业",有笔试,,,,
2026/06/24,固胜科技,民企,通信/电子/半导体,供应链管培生(采购);供应链管培生(物料);海外销售支持;海外渠道营销;硬件工程师;AI算法工程师;控制算法工程师;嵌入式软件工程师;上位机软件工程师;测试开发工程师;产品测试工程师;装备开发工程师;财务管培生;硬件项目经理;软件产品经理;结构工程师;工业设计师;电机开发工程师;机械设计工程师;软件开发工程师;质量工程师;物流工程师;IP运营专员;海外售后专员;海外市场推广专员;客服专员(海外/售前/售后);售后技术支持(海外/国内);生产储干;工艺工程师,"武汉, 深圳",2026-11-30,2027届,"本科, 硕士, 博士",秋招专场,MOZA魔爪赛车模拟器,https://mp.weixin.qq.com/s/zuap56bn_5aTm3FuZ1Rg5w,https://www.mozaracing.cn/recruitment/,/,有笔试,,,,
2026/06/24,中国航空国际建设投资有限公司,央国企,机械/制造业,机械设计;工艺设计(气动声学方向);工艺设计(环境模拟方向);工艺设计(飞机系统设计方向);管道设计;电气测控;液压设计;智能制造设计;软件工程,北京,尽快投递,2027届,"本科, 硕士, 博士","实习, 暑期实习",航空工业建投,https://mp.weixin.qq.com/s/hBklL2uYOLKIAqQmck6Yeg,https://mp.weixin.qq.com/s/hBklL2uYOLKIAqQmck6Yeg,飞行器设计、机械设计、计算机、自动化等相关专业,/,,,,
2026/06/24,成都新东方,民企,教育/培训/科研,教学管培生,成都,尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,成都新东方学校招聘,https://mp.weixin.qq.com/s/J-aJpIps5xZ2ahzc3uJTDw,https://jsj.top/f/fYqENY,/,/,,,,
2026/06/24,势定科技,民企,IT/互联网/游戏, 技术岗-AI 方向 非技术岗-管培方向；,苏州,2026-06-30,"2026, 2027届","本科, 硕士, 博士",暑期实习,势定科技,https://mp.weixin.qq.com/s/QGkWOWEfV7pwmZlSIsWthQ,https://mp.weixin.qq.com/s/QGkWOWEfV7pwmZlSIsWthQ,技术岗：计算机、数学、自动化、电子信息等相关专业优先；非技术岗：专业不限,/,,,,
2026/06/24,掌趣游戏,民企,IT/互联网/游戏,暑期训练营：策划 美术 创意 制作,北京,2026-07-15,2027届,"本科, 硕士, 博士",暑期实习,掌趣科技招聘,https://mp.weixin.qq.com/s/iTXavX3PRRRVszd18zK0VA,https://app.mokahr.com/campus-recruitment/ourpalm/43628#/jobs?&zhineng[0]=240516,美术设计相关专业优先,/,,,,
2026/06/24,深圳燃气,央国企,能源/化工/环保,燃气运营类;综合能源类（电力方向）;安全管理类;工程管理类;信息技术类;财务管理类;投资经济类,深圳,尽快投递,2027届,"硕士, 博士",暑期实习,深圳燃气,https://szgas2.zhiye.com/intern/detail?jobAdId=f84bd47b-a2bc-4c40-9364-dea8933dc8f9,https://szgas2.zhiye.com/intern/detail?jobAdId=f84bd47b-a2bc-4c40-9364-dea8933dc8f9,燃气工程、石油与天然气工程、油气储运工程、化学工程与技术、自动化、控制工程、电气工程、电子信息、能源动力、工业工程、安全工程、安全科学与技术、工程管理、工程造价、土木工程、人工智能、数据科学与大数据技术、电子信息工程、计算机科学与技术、软件工程、财务管理、会计学、审计学、税务、能源经济、计量经济学、量化金融、经济统计、金融学、投资学、产业经济学、技术经济学、国际经济与贸易、数学与应用数学等相关专业,/,,,,
2026/06/24,中国空间技术研究院-供应链中心,央国企,机械/制造业,微电子学与固体电子学 电子科学与技术 电子信息 仪器科学与技术 集成电路工程 电路与系统 物理电子学 半导体物理 材料科学与工程 核科学与技术 核物理 计算机科学与技术 软件安全 嵌入式开发 人工智能 可靠性等专业；,"北京, 烟台, 西安",尽快投递,2027届,"硕士, 博士","实习, 暑期实习",航天五院供应链中心,https://mp.weixin.qq.com/s/vRZ9KqDhD-ozT_IrDcCGxg,https://mp.weixin.qq.com/s/vRZ9KqDhD-ozT_IrDcCGxg,"微电子学与固体电子学,电子科学与技术,电子信息,仪器科学与技术,集成电路工程,电路与系统,物理电子学,半导体物理,材料科学与工程,核科学与技术,核物理,计算机科学与技术,软件安全,嵌入式开发,人工智能,可靠性",/,,,,
2026/06/24,安克创新,民企,通信/电子/半导体,安克创新27届训练营—Marketing专场,深圳,2026-06-30,2027届,"本科, 硕士, 博士",暑期实习,安克创新招聘,https://mp.weixin.qq.com/s/WDLjyTABxY8jNCCw1Rhweg,https://mp.weixin.qq.com/s/WDLjyTABxY8jNCCw1Rhweg,不限,/,,,,
2026/06/24,阿里巴巴,民企,IT/互联网/游戏,千问Qwen基础模型前沿技术研究;万相Wan视觉生成与世界模型前沿技术研究;语音大模型算法研究;世界模型视觉算法研究与应用;多模态世界模型强化学习研究与应用;大模型理解和生成统一结构研究与应用;多模态语音理解与生成的研究与应用;多模态音乐理解与生成的研究与应用;多模态理解和生成统一的前沿应用研究;多模态大模型理解的研究与应用,"北京, 杭州",尽快投递,2027届,"本科, 硕士, 博士",秋招提前批,阿里巴巴集团招聘,https://mp.weixin.qq.com/s/5phiRqiTz7RqzGy8SDf3gg,"https://campus-talent.alibaba.com/campus/position?batchId=100000700001&filterParams={""aliStar"":[""Y""]}",/,/,,,,
